marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date
US	640679	R16YBP3YMVAWJ0	B00CQZ7DIO	309088357	Opk Jewelry Swarovski Element Crystal Women's Earrings White Gold Plated Stud Earring for Girls	Jewelry	4	0	0	N	Y	and it looks nice; however	The item arrived undamaged, and it looks nice; however, one of the crystals arrived a bit loose. I pushed it back into its setting and it's fine. For now, I'm giving it a 4-star rating. To me, the crystals seem just a bit large, but that's just my opinion. We'll see how it holds out as time goes on. Overall, I am satisfied. The item arrived sooner than predicted.	2015-08-30
US	23482693	R23NW8WYY9A4EC	B00PSLS25Q	484566892	Sterling Silver Heart Shape Red Zirconia Women's Tennis Bracelet, 7 inches + 1 inch Extender	Jewelry	3	1	1	N	N	OK, but not great	It's pretty, but it's a bit cheap looking.  I'll wear it, but it's not as not as nice as I was expecting.  It gets twisted very easily, too.	2015-08-30
US	8092760	RWSGA4S4MQW2I	B00NW5HSFK	968155874	Doctor Who Inspired 3D Police Box Pendant with Chain	Jewelry	5	0	0	N	Y	Great gift!	I admit the quality was much better than I expected. Great gift for the price.	2015-08-30
US	29574195	R2OZKWKQ09KYSN	B00ZCN35CU	957458353	Geff House Classic Leatherette Double Door Necklace Gift Box	Jewelry	5	0	1	N	Y	Five Stars	Lovely!	2015-08-30
US	1417272	R3NH3324FMBH8S	B00G1V3LV2	55665857	O.RIYA Red Heart Stone Black Vampire Bat Wing Necklace	Jewelry	2	0	0	N	Y	Meh. could've done without	It's big and pointy and it feels very cumbersome around my neck. The wings seem to be made out of hard rubber.	2015-08-30
US	41559676	R2GNADP8G254X4	B00JM97V8O	748285894	Kenneth Cole New York "Summer Safari" Mixed Bead Multi-Row Stretch Bracelet	Jewelry	5	0	0	N	N	Awesome bracelet!	This bracelet is beautiful and looks exactly like it is pictured. It goes well with casual or dressy clothes.	2015-08-30
US	11706268	R3SDORUN471S8D	B00NC8JYKO	978967917	PANDORA Necklace Sparkling Leaves with Clear CZ 590414CZ-45	Jewelry	5	0	0	N	Y	Five Stars	My wife loves it!	2015-08-30
US	601280	R1OBMK5MUBXC37	B00WEW6OZ2	999830428	Silver Pentagram and Crescent Moon Pendant - Wiccan Jewelry, Pentacle Necklace, Pentagram Necklace	Jewelry	3	0	0	N	Y	It was really pretty, but it's pretty fragile	It was really pretty, but it's pretty fragile. The pendent broke off the chain after I wore it like three times.	2015-08-30
US	47104219	R2FGG0RN0AVZWM	B00UGXGYOM	204290124	Q&Q Fashion Vintage Fairy Tale 3D Hatter Tea Cup Party Wonderland Cosplay Fancy Dress Ring	Jewelry	5	0	0	N	Y	Was great for my Mad Hatter costume	Totally in love with it.	2015-08-30
US	1318923	RYS3RSIFRUX6Y	B00JRX835U	64000881	Yaruie Pack of 12 Pairs (2boxes) Rose Ear Stud Earrings Bulk Multicolor	Jewelry	3	0	0	N	Y	BIGGER than expected	They are MUCH bigger than I thought they were going to be. I wish that had been made more clear. other wise they are cute for someone who can wear big earrings.	2015-08-30
US	2207929	R2GOJAHKRHMEP3	B00WSB3XSK	465110170	Misfit Bloom Necklace (Stainless Steel)	Jewelry	4	0	0	N	Y	Four Stars	Love the pendent but the chain is rough so I'm using one I already had.	2015-08-30
US	1622454	R378W59HIGGK49	B011EHYAXU	40940701	JewelryPalace 1.5ct Infinity Cubic Zirconia Anniversary Promise Wedding Band Engagement Ring Bridal Sets 925 Sterling Silver	Jewelry	5	10	12	N	Y	everything i exspected	It came super early got it yesterday, and was not expected to arrive til September 14 2015. Its gorgeous and looks EXACTLY like the picture. I ordered a size 7 expecting it to be loose but it fit perfectly (I normally wear a size 6 1/2)	2015-08-30
US	5476747	R2VUM4KHKM0FZP	B00NAWT0LK	144372779	1/4 Carat Diamond Bezel Pendant in 14K White Gold	Jewelry	4	0	0	N	Y	Four Stars	Very satisfied.	2015-08-30
US	35580341	RZMRDR4TC5DCT	B00UYS9VDK	95363576	TGS Gems Beautiful Crystal Elastic Stretch Beaded Chakra Reiki Healing Bracelet 7 Chakra Mixed Combination	Jewelry	4	0	0	N	Y	Four Stars	Love it....It is a tad tight for me but i love it.	2015-08-30
US	37749238	RFAKSW75JWB1W	B00VNE0ME6	575787566	NYKKOLA Hot Fashion Jewelry Beautiful Classic 925 Silver Big Hoop Earrings	Jewelry	5	0	0	N	Y	Five Stars	Nice.	2015-08-30
US	7199609	RYNUD998YEKS5	B00WAKRRG8	922455552	Pair of Prong Set Clear CZ Ear Plugs Single Flared Gauges - 9/16 Inch 14MM	Jewelry	5	0	0	N	Y	great buy!	Found these on another site (same size) for $49.99. So glad I checked amazon and found these beauties. Super sparkly and a great price and they shipped it so fast! Very happy with these.	2015-08-30
US	44204182	RL7Z85HFKHTQY	B00RCGSTJY	198231231	"Flash Deal" 14K Rose Gold Plated "X" Criss Cross Long Ring w Genuine White Topaz Stones, Beautiful Jewelry Box Included	Jewelry	5	0	0	N	Y	SHE LOVES IT	GREAT SHE LOVES IT	2015-08-30
US	29785881	R6MPBKZI108GU	B00JBO080S	29223909	14k Yellow Gold with White and Multicolors 5.4mm Small Preciosa Crystals Stud Earrings with Silicone Back (GO-72)	Jewelry	1	0	0	N	Y	Fell apart after a day	The fell apart after 1 day the ball fell off the erring while my daughter was napping! Making it a choking hazard also	2015-08-30
US	2800492	R3PKQM4QWZHNOL	B00IMVLYY0	709833594	Opk Jewelry Fashion 18k Yellow Gold Plated Men's Link Bracelet Carving Wristband,0.59"mm/0.67"mm Wide,7.87"/8.2"	Jewelry	1	0	0	N	Y	No close	So disappointed the closure for this bracelet doesnt close so ill have to use some fishing line in order to wear this next Saturday. It looks absolutely amazing though.	2015-08-30
US	36397098	RA1HMNDS8U4XY	B0128L8O42	419547939	Gold Toned Base Our Lady of Grace Icon Miraculous Medal, 1 Inch	Jewelry	3	2	2	N	Y	Considering the cost I shouldn't complain, but, one ...	Considering the cost I shouldn't complain, but, one of the enameled sides fell off after only a week and I had to glue it back on.	2015-08-30
US	13765513	R3IGEZAHHCL2SN	B00OG6TO4C	310041232	Silverly Women's .925 Sterling Silver Faith Love Hope Engraved Band Ring	Jewelry	1	1	2	N	Y	Hate it, don't wear it anymore	The right shows black inside the lettering. Mine had nothing and makes it hard to read. Hate it, don't wear it anymore.	2015-08-30
US	1017547	R1LNPVYN7Z8Y4R	B00R8BHSN6	472100743	Humble Chic Olive Leaf Ear Climbers - Delicate Crawler Cuff Stud Jacket Earrings	Jewelry	2	1	1	N	Y	CAUTION	Wanted to love these, they are really sweet and attractive. I can normally wear good costume jewelry with no problem but my ears became infected in less than 24 hours!!! If you have even  the slightest chance of reacting to ANY metal...DO NOT BUY !!!	2015-08-30
US	23571126	RGI9NIR1P8RDC	B00M8ZX0HU	975405850	HiRudolph Cosplay The Legend of Zelda Link Symbol Logo Metal Necklace Pendant Chain Bronze Bronze	Jewelry	5	0	0	N	Y	Five Stars	Good weight and feel to it. chain is a nice added bonus.	2015-08-30
US	48881914	RX8HIGZORBOF5	B002AQST64	410652754	Sterling Silver Pressed Flower Teardrop Pendant Necklace	Jewelry	5	0	0	N	Y	Five Stars	Bautiful!	2015-08-30
US	49303328	R2Q000NV18QIWT	B00IPGN5EO	890630806	JewelrieShop Women and Girls Fashion Jewelry Rhinestones Crystal Ball Stud Earrings Set, Hypoallergenic, Great Gifts Idea	Jewelry	4	0	0	N	Y	Great for Pictures but cheaply made.	They do look a little cheap up close but in pictures they sparkle and look great.  They are cheaply made and you can tell by the price but if you are looking for something that will look great for a last minute event and can't spend a lot of money this is the product for you.  I could not say that they would last long, as I stated they look and feel cheaply made but they are extremely light in your ears.	2015-08-30
US	12356297	R2X3LH1BEANXFY	B00XFYZQS4	267517697	INBLUE Men's 2 PCS Rhodium Plated Enamel Cufflinks Black Silver Tone Shirt Wedding Business 1 Pair Set	Jewelry	4	0	0	N	Y	A little bigger than I thought	These cufflinks are simple, yet elegant looking. But the one thing I did not expect is the the size. As the photos show, these cufflinks are bigger than the regular sized cufflinks. If you're into larger sized cufflinks, then pick these up.	2015-08-30
US	6480736	R2BES2NIZYKES	B00HG32D3G	355651735	YAZILIND Tibetan Silver Rhinestones Round Rimous Turquoise Stretch Bangle Bracelet for Women	Jewelry	5	0	0	N	Y	I like it so much I am going to order more	I like it so much I am going to order more .I wish the seller has the same bracelet but with jade or green stone.<br />May be in the future.<br />Thank you.	2015-08-30
US	21867283	R1P4K2NDYHHUU9	B007RD9DS8	332506065	Leegoal Retro Peacock Crystal Necklace Pendant Jewelry Vintage Style	Jewelry	5	0	0	N	Y	Five Stars	Have gotten several compliments on this!	2015-08-30
US	2084299	R3IK68MVSGM2A4	B00DMWQT1C	603519469	niceeshop(TM) Fashion Synthetic Leather Woven Bracelet with Charms,Pink	Jewelry	2	0	0	N	Y	Two Stars	Thought this product looked better in the picture. Also, was very hard to put on.	2015-08-30
US	21975963	RPINAODR247K3	B00AVKUDWE	212684211	Pro Jewelry (Two) 2 Beautiful Silver Plated Snake Chain Classic Bead Barrel Clasp Bracelet for Beads Charms. Available All Size Used Drop Down Menu!	Jewelry	2	0	0	N	Y	... and the other closes well but then opens too easily.	one bracelet I cannot open and the other closes well but then opens too easily.	2015-08-30
US	7526945	R2J90O6HTWRPOP	B0085F9IUK	735867165	bOdfx Stainless Ear Gauges Stretching Kit + Piercing Balm - 36 Piece Stainless Tapers & Tunnels. 14g-00g	Jewelry	5	0	0	N	Y	Five Stars	Good stuff, very fast delivery	2015-08-30
US	23752666	R1N55EOVZDCQJ6	B00RNQFNFG	67960184	St Gertrude Patron Saint of Cats Huge 30x40mm Antique Copper Pendant with Chain Necklace	Jewelry	5	0	0	N	Y	Five Stars	As described. Thank You.	2015-08-30
US	458148	R3P329M38KBPK9	B00KC26V7C	689133446	Mens SILVER 11mm White Gold Plated Cz Micro Pave Iced Out Kite Shape Stud Earrings push Backs Big Size	Jewelry	3	0	0	N	Y	... even look the same and they aren't 11mm more like 8.	These don't even look the same and they aren't 11mm more like 8.. It's very misleading but they are okay I guess	2015-08-30
US	987029	R28QWG25ATP7CS	B00LA78RGG	760328336	Joyplancraft Galaxy Necklace Hollow Out Crescent with Blue Purple Star Galactic Cosmic Moon Charm Necklace Wedding Necklace	Jewelry	1	1	1	N	Y	One Star	eh	2015-08-30
US	10834096	RHWM0YR3MZKFM	B004Z4TIP0	844420734	Platinum-Plated 925 Sterling Silver Round AAA Cubic Zirconia Halo Ring	Jewelry	1	0	0	N	Y	One Star	looks way better in the ad picture	2015-08-30
US	10669982	RB63RF06LUY35	B00OM9BY5A	192724804	1 - 14 Gauge 1&3/8 Inch Screw Industrial Barbell 316L Surgical Steel T214	Jewelry	5	0	0	N	Y	Five Stars	Product came as shown and looks great on my ear.	2015-08-30
US	33057759	R2ZF9UUCKATYT4	B00ZBH8DLU	967521468	TRUSUPER Jewelry 3.5mm Titanium Steel Mens Beveled Curb Link Chain Silver Necklace, 18",20",22",24",26",28",30	Jewelry	1	0	7	N	Y	One Star	Not what expected	2015-08-30
US	23548659	R9LIHLT40XRHV	B00TJJ3D5M	22642416	Binmer(TM) Long Knotted Pearl Necklace Women Fashion Sweater Chain Clothing Accessories Jewelry for Girl	Jewelry	4	0	0	N	Y	Four Stars	I love this one	2015-08-30
US	30506384	RF7RQL3AIBFAW	B00DHAW3NC	239137896	Modern Sleek Black Stainless Steel Magnetic Bracelet for Men with Magnets and Free Link Removal Tool	Jewelry	3	0	0	N	Y	... had it a few days but so far so good. Had to have a link taken out of ...	I've only had it a few days but so far so good.  Had to have a link taken out of it but the local jeweler was able to do this easily.	2015-08-30
US	39134015	R3O7LAGYGVPGER	B0080RI3R2	33407699	Sterling Silver Plain Band Ear Cuff Wrap	Jewelry	2	0	0	N	Y	Two Stars	way too small for anything, or anyone over the age of 2	2015-08-30
US	11175812	R18XRMYJB6EFZ5	B00QAADUII	849813616	Three Keys Jewelry 8MM Mens Tungsten Wedding Ring Laser Engraved Celtic Crosses Black Wedding Band Ring	Jewelry	5	0	0	N	N	It is just as beautiful as the picture	I bought this a gift.  It  is a replacement for my husband's wedding ring.  I cannot wait for him to open it.  It is just as beautiful as the picture.  I received this product at a discount in turn for leaving an honest review.	2015-08-30
US	49775293	R3G8JWK4F9I6FZ	B00ITAIGCC	20383864	Lot of 5 20 Guage Stainless Steel Silver Tone 2mm Clear Crystal Nose Stud Ring Bar Curved L Shape	Jewelry	2	0	0	N	Y	not impressed	I had to straighten and rebend them because they stuck out. I suppose that is to be expected because everyone's nose is different. But i doubt very many people have a thick enough nostril to use it the way it is.<br />The stainless steel is darker and less shiny than I was hoping for. I guess I've never had a bezel set nose stud before, I didn't realise how much of the dark steel would show when I'm wearing it.<br />Those things are annoying, but my biggest issue is that the stones fall out after a day or two. I take out the stud while I'm getting ready for bed so I can exfoliate my face. In the morning, I put it back in after I put on my makeup. So it's not getting snagged on blankets or anything.<br />I guess I'm still looking for the perfect nose stud.	2015-08-30
US	8820406	R1EB0JPJ0WUQW4	B00T2B47CK	256916875	Newshe Jewellery 2.24ct Round White Cz Gold Plated Flower Wedding Engagement Ring	Jewelry	3	0	0	N	Y	Three Stars	They sent me the wrong size, but over all the product is what I expected for the price	2015-08-30
US	1742469	REJAURSG3NVN	B013HZ9VPO	784021258	Susenstone®Women Girls Delicate Hollow Bead Bracelet Jewelry Gift	Jewelry	3	0	0	N	Y	Runs small	I wanted to review this to get as a friend for a friend of the family. Thankfully she is tiny, because the braclet run very small. However, it's pretty and I know she'll love it.	2015-08-30
US	39317482	R1F817WA2QLGSA	B00RPJLZDK	924422968	Jewelry Monster -Set of 2- "Lil Sis/Big Sis Hearts" Charm Bead for Snake Chain Charm Bracelet	Jewelry	5	0	0	N	Y	Five Stars	Cute	2015-08-30
US	2273983	R14HBK7JYOLMGF	B00PJIPF7Q	818021715	Wide Bold Chunky Multiple Layers Beaded Square Stone Pendant Bib Necklace	Jewelry	5	0	0	N	Y	Five Stars	This necklace is lightweight comfortable and a beautiful color of blue!	2015-08-30
US	29972563	RU71GCFQ7M2AI	B00336EZ36	991433187	Sterling Silver Thin Square Tube Medium Hoop Earrings	Jewelry	5	0	0	N	Y	Finally a NICE sturdy hoop!	love the earrings. strong, sturdy, light, can't even tell they are on. I even run with them on. Don't  hesitate, great gift for yourself or others. :)	2015-08-30
US	1126075	R37VH3MQ8SMJFM	B00LA78RGG	760328336	Joyplancraft Galaxy Necklace Hollow Out Crescent with Blue Purple Star Galactic Cosmic Moon Charm Necklace Wedding Necklace	Jewelry	5	0	0	N	Y	Love it!	this is beautiful. just as it looks in the picture. and it goes well with every outfit absolutely love it!!	2015-08-30
US	619673	R363522J1GI909	B00TR231BM	683125361	Italian Sterling Silver 2mm Rope Chain Nickel Free - 7" to 40" All Sizes Available (N9-H00E-1ZC6)	Jewelry	1	1	1	N	Y	One Star	went black on me chain no good	2015-08-30
US	38157176	R21XX1XK5PMYXK	B00Y9FTSIC	33903365	Jane Stone 1pc Tiny Dinosaur Earring Piercing Stud Ear Cuff Wrap Single Earring for Women Gift	Jewelry	5	0	0	N	Y	but they look just like the picture with a lot of detail	They are a little larger than I expected, but they look just like the picture with a lot of detail, and the rhinestone eyes.	2015-08-30
US	51142644	R2W2W8H18TRF4S	B00EXJ1TJK	325389418	BlueTop(TM) Bronze Stud Alchemy Dragon Left Earring	Jewelry	5	0	0	N	Y	My Dragon!	Oh, this is too cute and yet, kinda sophisticated. Love it! I do wish it came in Left and Right ears, but I love it!	2015-08-30
US	929397	R3EF60SM2VTWIY	B00Y83DJJ4	804890719	YARUIE Zircon Gold Plated Navel Belly Drop Dangle Belly Ring Body Piercing Jewellery	Jewelry	4	0	0	N	Y	Four Stars	Pretty	2015-08-30
US	19991832	R1GM5DISY93ZOC	B00CX3DMK2	853262523	14k Yellow Gold Genuine Pearl Stud Earrings approx. 3.5 4.5 5.5 6.5 7.5 8.5 9.5 MM	Jewelry	5	0	0	N	Y	Great value.	I have really sensitive ears and wasn't sure how these would work out, but a year later I'm still wearing them. These are great.	2015-08-30
US	18967401	R2H08GFRDUEBTZ	B00YOK5RG4	614730791	8MM Men's Jewelry Grade Stainless Steel Ring Wedding Band | Brushed Top | Grooved Polished Edges	Jewelry	5	0	0	N	Y	very nice ring for the money	Quick service. Item is as described, very nice ring for the money...comfortable.	2015-08-30
US	45235642	RLV01R0HG7HLO	B00QG8WHEM	241707266	Jiayiqi Women's Crescent Moon Necklace Fashion Galaxy Pendant Necklace	Jewelry	4	2	2	N	N	A necklace to wear out once in a while not everyday	So I read some of the reviews before deciding to get this necklace bc I wasn't sure if I should even tho it's very pretty. But I said why not & did. I basically got this necklace free too. Here are 2 pictures I took of the necklace. It is a little on the cheap side I feel like it's going to break if I wore it everyday. But I am only going to wear it when I go somewhere & I will not be wearing it everyday since it's a chance it might break. The chain isn't long at all & is too short for my fat neck. lol I will most definitely will be getting a longer chain since this one is too short & I like my necklaces long. If u wanna get this necklace that u only wear out once in a while & u get a longer chain then by all means get this necklace!!! It's so very pretty, it's light not heavy at all, & I've already gotten a ton of complaints on it! =P	2015-08-30
US	6513795	R1HNACQPFGBSS2	B00C0O96TA	893552314	18K Gold Plated Teardrop Resin Diamante Statement Tassel Necklace Pendant	Jewelry	5	0	0	N	Y	Pretty	I like this necklace very much.  It came in about 16 days and was totally intact - not broken like some of the other pieces I've ordered.  Very good deal.	2015-08-30
US	36337075	R2CCTJGJRVGXIF	B00VNFTKW0	611915399	HuntGold 1X Artificial Rhinestone Diamond Crystal Pendant Chain Necklace Lovers Gift(blue)	Jewelry	5	0	0	N	Y	Five Stars	very nice	2015-08-30
US	21052364	R38NY5BNO8LGHJ	B00DS2PWZK	520960173	Easygoby Korean Fashion Leather Rope Double Wrap Cross Belt Buckle Bracelet Wristband	Jewelry	5	0	0	N	Y	Just as described and looks great.	I really love this bracelet combo!! It's a bit big on me since i am a women's wrist. It does not fit my husband. These are made for Asian sizing (which are smaller if you are buying from the US). I found this out with shirts once. I'm a M in the USA, but a L or XL in Asian sizing. *sniff* so sad, but thats the way the cookie crumbles.<br /><br />Even on the last notches it's still loose. Very happy with it. Looks cool & Steampunk. On the smaller bracelet it has a small long cross & rectangular plate. There is writing: &#34;I feel about you/ makes my heart/lone to be free&#34;. But I sautered on some gears over it. It comes in a red box and on a simple paper filled pillow cushion. Great to help keep form.<br /><br />I already get complements from friends & strangers. The images are only of how it looked when I opened the box right away. Not my modifications.<br /><br />The only draw back is getting them on are bit difficult. Not really hard, but not as easy as most bracelets.<br /><br />Still I would buy again. It was through Prime, so shipping went smoothly.	2015-08-30
US	43933630	R2C07K5JS9MWIM	B00OYQJO6W	121893585	Simulated Pearl & Cubic Zirconia .925 Sterling Silver Ring Sizes 3-12	Jewelry	4	1	1	N	Y	Four Stars	More beautiful than the picture	2015-08-30
US	25103317	R7625A3KFCB85	B00C4BP6HA	303174875	Vintage Style Charcoal Black Long Multitier Beaded Womens Necklace Jewelry (Long - 31")	Jewelry	5	0	0	N	Y	Five Stars	Great product, great service.	2015-08-30
US	25460180	R292EHC0Y309P0	B00CZ7L3HA	311188739	MBOX Vintage Design Infinity Fashion Rope Leather Bracelet Collection	Jewelry	2	0	0	N	Y	Two Stars	came apart after I wore it once	2015-08-30
US	52930526	R3IWI6NDDM7WV4	B00FGYIB6A	945545550	Trendy Black Genuine Leather Biker Mens Bracelet with Magnetic Stainless Steel Clasp, 8"	Jewelry	2	2	2	N	Y	Nice looking. Inexpensive	Nice looking. Inexpensive. The magnetic clasp is cool, easy to use and strong. The bracelet is made up of several wound rubber (?) ropes. One of those ropes came disconnected from the end at the clasp under normal use. If this did not happen I would have given it 5 stars.	2015-08-30
US	2095436	R2PPM8RZOLAF5	B00LO9E9V2	773849154	JewelrieShop 10Pcs Stainless Steel Belly Button Ring, Sparkly Crystals Body Jewelry Piercing Ring Set	Jewelry	4	0	0	N	Y	Four Stars	really cute and great deal! I would recommend this product	2015-08-30
US	14785158	RZ1VYJUIGM027	B011VPRR5I	431391108	Ring Resizer, Ring Magic Ring Safety Bands, 6 Pack Assorted (2 Sm, 2 Med, 2 Lrg)	Jewelry	5	0	0	N	N	makes it possible for me to wear my favorite rings all year round	DISCLAIMER: I received a product discount for this review.<br />The Ring Resizer is a set of 3 different size rubber safety bands that help keep looser rings in place. I generally have to wear larger rings in the summer, that when the cooler weather arrives, become too big for me to wear. The Ring Magic Safety Bands, makes it possible for me to wear my favorite rings all year round.	2015-08-30
US	63471	R1TO8IZC8MWL88	B00JJO0QJI	981805513	Created Ruby Mom Heart Pendant Necklace in Sterling Silver, 18"	Jewelry	5	0	0	N	Y	Five Stars	My mom loved her gift.	2015-08-30
US	5585828	R38E9PKS009OZ7	B008QKA5D8	45123321	AUTHENTIC Olive Wood Catholic Rosary Beads Necklace from Bethlehem in Natural Cotton Pouch by BeBlessed	Jewelry	4	0	0	N	Y	PRAYER AND MEDITATION BEADS.	THESE PRAYER/MEDITATION BEADS ARE OF EXCELLENT QUALITY AND WELL DESIGED.	2015-08-30
US	20251638	RLQBQNAWFZ5U	B00I0KZHVY	116544004	Long Pendant Chain Steampunk Nautical Style Vintage Bronze Octopus Necklace	Jewelry	3	3	3	N	Y	If you're just using it for a cute costume jewelry piece then it works just fine.	It was broken when I received it, but luckily I was able to fix it with some pliers. It doesn't have a clasp, but the chain is long enough to fit over your head. You definitely get what you pay for. If you're just using it for a cute costume jewelry piece then it works just fine.	2015-08-30
US	46567826	R3JUJSG2X4RHR1	B00CGT9HSY	632118529	Dragon Scale Dragon Pattern Beveled Edges Celtic Rings Jewelry Wedding Band For Men Golden 8 to 13	Jewelry	5	0	0	N	Y	I love it it is so beautiful and elegant my girlfriend ...	I love it it is so beautiful and elegant my girlfriend ordered this for me and told me not to get on Amazon for a while and I'm really glad I didn't it made a excellent suprise	2015-08-30
US	19666676	R2AOPRLX4WJTMN	B013HPGHHY	784759350	Silicone Wedding Ring for Men by nCiRCLE -- Premium Safety & Comfort Band -- 8.5mm Non-Conductive Medical Grade for Crossfit Workouts Firefighters Tactical Military Electricians Mechanics	Jewelry	4	0	0	N	N	Comfortable alternative when you don't want to damage your wedding ring	I purchased this ring for my husband, as he always has to take his wedding ring off for working out, doing yard work, doing dishes, etc and often misplaces his ring because of it. It is made of very thin, flexible material. He expected something slightly thicker and rigid, but doesn't mind the flexibility of it. He now plans to only wear his real wedding ring outside of the house, but will wear this ring whenever he's just chilling around the house. If they made one in my size, I would get one as well to wear. Now he doesn't have to worry about losing his expensive wedding ring.<br /><br />This product was provided at a discounted price in exchange for my honest review.	2015-08-30
US	12128017	R39PIEYFA9NMOZ	B005G8BH0I	327918892	2 pc handmade kabbalah red string bracelet - wear for prosperity and success	Jewelry	4	0	0	N	Y	Four Stars	Nice bracelet	2015-08-30
US	17238434	R1YSBACNC87E05	B00GMY5GES	355689278	14K Yellow Gold Chain 2mm Singapore Chain Necklace (16, 18, 20, 22, 24 Inches)	Jewelry	5	0	0	N	Y	... my fiances christening cross we were shocked at how beautiful the chain is for the low cost	Bought this for my fiances christening cross we were shocked at how beautiful the chain is for the low cost. The shine is very nice and the color is perfect. Very sturdy great quality.	2015-08-30
US	37546445	RXKL7M61EN9PH	B00LL20HBS	499506822	1 Set 6PCS Punk Crystal Anchor Rivet Skull Midi mid Finger Tip Stacking Rings	Jewelry	1	0	0	N	Y	One Star	Don't waste your money	2015-08-30
US	6990671	R2NSCZA5MRYNQG	B00E1OGVY0	519241252	KONOV Mens Heavy Wide Stainless Steel Medium Figaro Chain Necklace 16-40" inch, 10mm	Jewelry	5	0	0	N	Y	Five Stars	Great price, super quality.	2015-08-30
US	6630815	R2ITCHZ33006H3	B00NBNSU6E	397224989	BEADNOVA AAA Grade Gemstone Bracelet Semi Precious Gemstone Birthstone Healing Crystal Round Beads Stretch Bracelet	Jewelry	1	1	1	N	Y	Beads not aaa quality not really any blue color looks ...	Beads not aaa quality not really any blue color looks white and many dark spots not what I expected	2015-08-30
US	21714301	R38MHD61TA5JND	B00G9T0UEC	491607244	Sterling Silver Round and Baguette Diamond Band (1/2 cttw, IJ Color, I2-I3 Clarity)	Jewelry	5	0	0	N	Y	Five Stars	it is perfect in quality and price	2015-08-30
US	22865383	R34N3ZHOQ4LZ2A	B00IN9ISRW	433432007	Sealer Supply 15" x 18" PTFE Teflon Craft Sheet 5 Mils thick MADE IN USA Shipped in mailing tube	Jewelry	5	0	0	N	Y	Great Product	These re great.  I got a 2nd one because they are great for my crafts, everything wipes clean.  I suggest it to anyone working with paint, polymer clay ModPodge, glue, etc.	2015-08-30
US	14991304	R12N34RJSHM2X3	B00R93XCZG	538629991	Sterling Silver 7mm Pendant Necklace	Jewelry	4	2	2	N	Y	Pleased	The peridot necklace is lovely, just as advertised. I bought my birthstone to match a sterling silver ring that I wear. I'm pleased with the purchase.	2015-08-30
US	45728739	RCQ5TMHGW7PK2	B00NXYL8Q0	25068835	1mm thick 14k gold plated on solid sterling silver 925 Italian ROPE chain necklace bracelet anklet with lobster claw clasp - 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100cm	Jewelry	5	0	0	N	Y	Five Stars	Great for the price!	2015-08-30
US	10455778	R2OFYUZ0BVMLM8	B00A3YEME8	593145273	2 Pairs of Gold Shapes and Skulls Themed Four Pair Stud Earrings Set (R-2289)	Jewelry	3	0	0	N	Y	Good for the money	These earrings were bigger than expected, but lasted a long time. Thanks. Good for the money.	2015-08-30
US	15869597	R2I05N8KWO1PUY	B00ZQB22FY	841566413	Silver Leaf Pendant Silver Feather Pendant Necklace Silver Plated Tiny Leaf Necklace Pendant, Simple Necklace, Dainty Necklace 18inch + 2" Extension w Lobster Clasp, Valentine Necklace, Y necklace	Jewelry	5	0	0	N	Y	Five Stars	Great item....beautiful! Thank you!	2015-08-30
US	2273983	R23OAVKUDB7MDI	B00H2A44Z8	855521015	Qiyun Vintage Retro Style Tibet Silver Enamel Choker Necklace Stud Earrings Set	Jewelry	5	0	0	N	Y	a definite yes	Beautiful color and a very good price!	2015-08-30
US	11213838	R1GY0354F4AXM8	B00GPBL7JQ	375784534	14k Yellow Gold 2mm Wide Solid Anchor Chain Anklet	Jewelry	5	0	0	N	Y	ankle bracelet	Beautiful I'm very happy	2015-08-30
US	38408657	R2PQ49B2KE9QD6	B00MXD87YI	981976631	14k White Gold 2-6mm Basket Round Solitaire Cubic Zirconia Children Screw Back Baby Girls Earrings	Jewelry	5	0	0	N	Y	Although the post is a little long they are good quality and I don't have any problems with them ...	I'm very sensitive to metals and these have not caused any reaction. Although the post is a little long they are good quality and I don't have any problems with them sliding forward.	2015-08-30
US	8878248	R26XHFQ3SGDWRQ	B00DT47Z2K	776403450	Naivo Shamballa Pave Ball Stud 18K White Gold Plated Stud Earrings By Naivo Jewelry	Jewelry	4	0	0	N	Y	Good buy	My wife enjoyed getting these.	2015-08-30
US	13755271	R142XJBXM42M1P	B00P6QFT72	443331495	Esty & Me Two Tone Stainless Steel Necklace w/Swarovski Birthstone Mom Heart Charm Left Half	Jewelry	5	0	0	N	Y	Five Stars	My daughter loved it:)	2015-08-30
US	39647693	R121C1EIP5L6ZU	B00JM98CAU	296602062	Kenneth Cole New York Silver Double Row Oval Hoop Earrings	Jewelry	3	0	0	N	N	I don't love them, they are so much bigger than I ...	I don't love them, they are so much bigger than I thought they would be.  I really prefer a smaller earring, but the quality is good.	2015-08-30
